"ngknow"	"ngfinance"	"L.I.scale"	"typeofedu"	"country"	"phighedu"	"father_edu"	"mother_edu"	"gender"	"age"	"study_year"	"study_year_numeric"	"work_experience"	"PL_home_size"	"CZ_home_size"	"typeofedu.country"	"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"
"cz204"	0	0	-1	"STEM"	"CZ"	"HE:both"	"PHD+"	"PHD+"	"male"	22	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"STEM.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1
"cz205"	12	8	2	"STEM"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	23	"BA_3"	3	"No_experience"	NA	"20k-100k"	"STEM.CZ"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"cz206"	4	-2	2	"STEM"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	20	"BA_1"	1	"1_year+"	NA	"<1k-5k"	"STEM.CZ"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1
"cz207"	6	4	-3	"STEM"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	20	"BA_1"	1	"Up_to_1_year"	NA	">100k"	"STEM.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1
"cz208"	4	0	1	"EBMF"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"male"	22	"BA_2"	2	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1
"cz209"	-4	-2	2	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	22	"BA_2"	2	"No_experience"	NA	">100k"	"EBMF.CZ"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0
"cz210"	6	2	1	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	22	"BA_2"	2	"1_year+"	NA	"5k-20k"	"EBMF.CZ"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1
"cz211"	14	6	4	"EBMF"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"female"	21	"BA_2"	2	"1_year+"	NA	"5k-20k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1
"cz212"	6	6	-1	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1
"cz213"	-2	2	2	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	24	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1
"cz214"	-4	-2	3	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	21	"BA_2"	2	"1_year+"	NA	"5k-20k"	"EBMF.CZ"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1
"cz215"	6	0	-1	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	24	"BA_3"	3	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1
"cz216"	12	2	1	"EBMF"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"female"	22	"BA_2"	2	"1_year+"	NA	"5k-20k"	"EBMF.CZ"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"cz217"	10	8	3	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	"5k-20k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1
"cz218"	10	6	2	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	23	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
"cz219"	6	2	1	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1
"cz220"	14	6	1	"EBMF"	"CZ"	"HE:both"	"PHD+"	"higher_edu"	"female"	19	"BA_2"	2	"No_experience"	NA	">100k"	"EBMF.CZ"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1
"cz221"	12	6	1	"STEM"	"CZ"	"HE:both"	"PHD+"	"PHD+"	"female"	21	"BA_2"	2	"No_experience"	NA	">100k"	"STEM.CZ"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1
"cz222"	14	8	-2	"EBMF"	"CZ"	NA	NA	"PHD+"	"male"	22	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1
"cz223"	6	2	-3	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"male"	22	"BA_2"	2	"Up_to_1_year"	NA	"5k-20k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1
"cz224"	NA	NA	1	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	0	1	1	1	0	1	0	1	NA	NA	1	0	1	0	1	1	1	0	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA
"cz225"	4	4	1	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	22	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1
"cz226"	10	4	4	"EBMF"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	23	"BA_2"	2	"1_year+"	NA	"5k-20k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1
"cz227"	6	0	0	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	21	"BA_2"	2	"No_experience"	NA	"5k-20k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1
"cz228"	4	-2	2	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	"5k-20k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1
"cz229"	12	6	3	"EBMF"	"CZ"	"HE:both"	"PHD+"	"PHD+"	"male"	23	"BA_2"	2	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
"cz230"	4	6	1	"EBMF"	"CZ"	"HE:both"	"PHD+"	"PHD+"	"female"	20	"BA_2"	2	"No_experience"	NA	"20k-100k"	"EBMF.CZ"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz231"	2	6	2	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"male"	23	"BA_2"	2	"1_year+"	NA	"5k-20k"	"EBMF.CZ"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1
"cz232"	10	4	0	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_2"	2	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1
"cz233"	2	4	0	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	"5k-20k"	"EBMF.CZ"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0
"cz234"	12	4	1	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
"cz235"	4	4	3	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	21	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1
"cz236"	10	6	1	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"female"	23	"BA_3"	3	"1_year+"	NA	"<1k"	"SSHA.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1
"cz237"	-8	-4	1	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	24	"BA_3"	3	"No_experience"	NA	">100k"	"SSHA.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0
"cz238"	-2	0	1	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	22	"BA_3"	3	"No_experience"	NA	"<1k-5k"	"SSHA.CZ"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1
"cz239"	-4	0	1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	23	"BA_3"	3	"No_experience"	NA	"20k-100k"	"SSHA.CZ"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1
"cz240"	2	0	2	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	25	"BA_3"	3	"1_year+"	NA	"20k-100k"	"SSHA.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1
"cz241"	2	-2	1	"SSHA"	"CZ"	NA	NA	"high_school"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	"5k-20k"	"SSHA.CZ"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0
"cz242"	6	2	1	"SSHA"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	24	"BA_3"	3	"No_experience"	NA	"20k-100k"	"SSHA.CZ"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1
"cz243"	12	8	1	"STEM"	"CZ"	"HE:both"	"PHD+"	"higher_edu"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"STEM.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1
"cz244"	10	6	-1	"STEM"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"male"	24	"BA_3"	3	"1_year+"	NA	">100k"	"STEM.CZ"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1
"cz245"	14	6	-2	"STEM"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	24	"BA_3"	3	"1_year+"	NA	">100k"	"STEM.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1
"cz246"	8	6	-1	"STEM"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	22	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"STEM.CZ"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1
"cz247"	14	4	3	"STEM"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	24	"BA_3"	3	"1_year+"	NA	"5k-20k"	"STEM.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1
"cz248"	12	8	2	"STEM"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	24	"BA_3"	3	"No_experience"	NA	">100k"	"STEM.CZ"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
